Points,Raw Dim,Compressed Dim,Worst Similarity,Best Similarity,Worst Distance,Best Distance
8,16,3,0.999869101,0.999977924,0.016180168,0.006644664
8,16,4,0.999910126,0.999988509,0.013406977,0.004794045
8,16,5,0.999947514,0.999991377,0.01024557,0.004152737
8,16,6,0.999912759,0.999990073,0.013209139,0.004455689
8,16,7,0.999957658,0.99998597,0.009202344,0.005297185
8,16,8,0.999964342,0.999987646,0.008444931,0.00497072
8,16,9,0.999919266,0.999978729,0.012706978,0.006522487
8,16,10,0.999963089,0.999983994,0.008591942,0.005657887
8,16,11,0.999964916,0.999981011,0.008376664,0.006162689
8,16,12,0.999961049,0.999983149,0.008826176,0.005805308
8,16,13,0.999967726,0.999981446,0.008034129,0.006091635
8,16,14,0.999961383,0.999984308,0.008788289,0.005602117
8,16,15,0.999946092,0.999982264,0.01038344,0.005955775
8,17,2,0.999889712,0.999974111,0.014851784,0.007195705
8,17,3,0.999573219,0.999987353,0.029215767,0.005029378
8,17,4,0.99993959,0.999982334,0.010991797,0.005944017
8,17,5,0.999883991,0.999979722,0.015232113,0.006368405
8,17,6,0.999891162,0.999975918,0.014753846,0.006939963
8,17,7,0.999915903,0.999974478,0.012968938,0.007144465
8,17,8,0.99986571,0.999984761,0.016388434,0.005520733
8,17,9,0.999896538,0.99998223,0.014384822,0.005961519
8,17,10,0.999854955,0.999981045,0.017032054,0.006157148
8,17,11,0.999897065,0.999980225,0.014348157,0.006288905
8,17,12,0.99987044,0.999982432,0.016097195,0.005927507
8,17,13,0.999907713,0.999978321,0.013585767,0.006584682
8,17,14,0.99991234,0.999980221,0.013240876,0.006289553
8,17,15,0.999892916,0.999984964,0.014634447,0.005483784
8,17,16,0.999810466,0.999981748,0.019469687,0.006041807
8,18,2,0.999911183,0.999932578,0.013327909,0.011612255
8,18,3,0.988891929,0.999966521,0.149050801,0.008182842
8,18,4,0.999928534,0.999980732,0.011955403,0.00620773
8,18,5,0.999918704,0.999980926,0.01275119,0.006176459
8,18,6,0.999912694,0.999978461,0.013214053,0.006563328
8,18,7,0.999917649,0.999981519,0.012833612,0.00607959
8,18,8,0.999876932,0.999977756,0.01568872,0.006669876
8,18,9,0.999931663,0.999975822,0.011690793,0.006953786
8,18,10,0.999891799,0.999979569,0.014710614,0.006392399
8,18,11,0.999939789,0.999979633,0.010973676,0.006382268
8,18,12,0.999907421,0.99998026,0.013607252,0.006283238
8,18,13,0.999920187,0.999980175,0.012634337,0.006296824
8,18,14,0.999935845,0.999980806,0.011327416,0.006195815
8,18,15,0.999916469,0.999977945,0.012925232,0.006641536
8,18,16,0.999921725,0.999987966,0.01251196,0.004906006
8,18,17,0.999936487,0.999984561,0.011270625,0.005556881
8,19,2,0.999963089,0.9999911,0.008591922,0.004218887
8,19,3,0.999471661,0.999991218,0.032506595,0.004190935
8,19,4,0.999965235,0.99999245,0.008338508,0.003885757
8,19,5,0.99996044,0.999995843,0.008894979,0.002883429
8,19,6,0.999972393,0.999994821,0.007430602,0.003218373
8,19,7,0.999970683,0.999995461,0.007657303,0.003012994
8,19,8,0.999946126,0.999992259,0.010380151,0.003934827
8,19,9,0.999955253,0.999991945,0.009460081,0.004013631
8,19,10,0.999958112,0.999990593,0.009152904,0.004337431
8,19,11,0.999947286,0.999993818,0.010267816,0.003516329
8,19,12,0.999955063,0.999988024,0.009480175,0.004894062
8,19,13,0.999957915,0.999993472,0.009174375,0.00361319
8,19,14,0.999952668,0.999989887,0.009729497,0.004497311
8,19,15,0.99995424,0.999991026,0.009566574,0.004236607
8,19,16,0.999926501,0.999987153,0.012124268,0.005068934
8,19,17,0.99992431,0.999989815,0.012303628,0.004513268
8,19,18,0.999928339,0.99999257,0.011971712,0.003854805
8,20,2,0.999992401,0.999998244,0.0038985,0.001874157
8,20,3,0.999983296,0.999996538,0.0057799,0.002631253
8,20,4,0.999993383,0.999997865,0.003637895,0.002066634
8,20,5,0.999993093,0.999997461,0.003716747,0.002253436
8,20,6,0.999993635,0.99999816,0.003567855,0.001918356
8,20,7,0.999993749,0.999997395,0.003535685,0.00228257
8,20,8,0.999994873,0.999997425,0.003202045,0.002269214
8,20,9,0.999991029,0.999997419,0.00423583,0.002271857
8,20,10,0.999991626,0.999997293,0.004092368,0.002326597
8,20,11,0.999993831,0.999997652,0.003512435,0.002167081
8,20,12,0.999993546,0.999996963,0.003592718,0.002464633
8,20,13,0.999993871,0.999996677,0.003501001,0.00257806
8,20,14,0.999995208,0.999997468,0.003095931,0.002250293
8,20,15,0.999991926,0.99999779,0.004018465,0.002102246
8,20,16,0.999994477,0.999997754,0.003323452,0.002119612
8,20,17,0.999994295,0.999998019,0.003377872,0.00199047
8,20,18,0.99999446,0.999997898,0.003328718,0.002050122
8,20,19,0.999993119,0.999997679,0.003709837,0.002154359
9,3,2,0.989454851,0.996243033,0.145224993,0.086682954
9,4,2,0.998172493,0.999051967,0.060456714,0.043543836
9,4,3,0.997171596,0.999099304,0.075211752,0.04244282
9,5,2,0.990867849,0.998290893,0.135145484,0.058465487
9,5,3,0.591771595,0.997503988,0.903579996,0.070654255
9,5,4,0.992615157,0.998189607,0.121530595,0.06017296
9,6,2,0.995489256,0.998279814,0.09498151,0.058654688
9,6,3,0.996001786,0.997866946,0.089422754,0.065315452
9,6,4,0.993507107,0.997672524,0.113955194,0.068227207
9,6,5,0.995030577,0.997988679,0.09969376,0.063424303
9,7,2,0.999155147,0.999604333,0.041106036,0.02813067
9,7,3,0.998199127,0.999535558,0.060014542,0.03047761
9,7,4,0.997115667,0.999319007,0.075951734,0.036905083
9,7,5,0.998601123,0.999478776,0.052893806,0.03228695
9,7,6,0.998798636,0.99952055,0.049017632,0.030966114
9,8,2,0.998700141,0.999808169,0.050987427,0.019587317
9,8,3,0.998291011,0.999375639,0.058463483,0.035337256
9,8,4,0.998203848,0.999432375,0.059935837,0.033693468
9,8,5,0.99811124,0.999560805,0.061461532,0.02963765
9,8,6,0.998070111,0.999627363,0.062127116,0.027299723
9,8,7,0.998883781,0.999633969,0.047248678,0.027056634
9,9,2,0.999402513,0.999775087,0.034568392,0.021209091
9,9,3,0.999538829,0.999812237,0.030370092,0.019378516
9,9,4,0.999369612,0.999839566,0.035507398,0.017912772
9,9,5,0.999195144,0.999739945,0.040121212,0.0228059
9,9,6,0.998951642,0.999856701,0.04578992,0.016929218
9,9,7,0.999373038,0.999707237,0.035410779,0.024197662
9,9,8,0.998800693,0.999745047,0.048975644,0.022581113
9,10,2,0.999966221,0.999974881,0.008219396,0.00708785
9,10,3,0.99996375,0.999982774,0.008514712,0.005869535
9,10,4,0.999970099,0.999990448,0.007733138,0.004370916
9,10,5,0.999962626,0.999988962,0.008645706,0.00469845
9,10,6,0.999948222,0.999991526,0.010176275,0.004116801
9,10,7,0.999972636,0.999987576,0.007397905,0.004984825
9,10,8,0.999970699,0.999990688,0.007655151,0.004315593
9,10,9,0.999967457,0.999988801,0.008067576,0.004732655
9,11,2,0.998695029,0.999381502,0.051087586,0.03517095
9,11,3,0.988957665,0.999239453,0.148609118,0.039001212
9,11,4,0.998588553,0.999466528,0.05313092,0.032664105
9,11,5,0.998894116,0.999602498,0.047029429,0.028195816
9,11,6,0.997697633,0.999488862,0.067858188,0.031973056
9,11,7,0.998586111,0.999441851,0.053176854,0.033411033
9,11,8,0.997917011,0.999439966,0.064544391,0.033467426
9,11,9,0.998094437,0.99939831,0.061734317,0.03468978
9,11,10,0.998727485,0.999407927,0.050448285,0.034411435
9,12,2,0.998190308,0.999971046,0.060161318,0.007609665
9,12,3,0.999927494,0.999963299,0.012042081,0.008567466
9,12,4,0.999917176,0.999966786,0.01287043,0.008150397
9,12,5,0.999917287,0.999959671,0.012861777,0.008980961
9,12,6,0.999901358,0.999972835,0.014045748,0.007370885
9,12,7,0.999929339,0.999963034,0.011887933,0.008598316
9,12,8,0.999865822,0.999968636,0.01638159,0.007920051
9,12,9,0.999874186,0.999949653,0.015862762,0.010034685
9,12,10,0.999894298,0.999960296,0.014539751,0.008911133
9,12,11,0.999898628,0.999959653,0.014238838,0.008982993
9,13,2,0.999891692,0.999935808,0.014717881,0.01133071
9,13,3,0.998248371,0.999925579,0.059188326,0.012200114
9,13,4,0.99987019,0.999953969,0.016112733,0.009594881
9,13,5,0.999865338,0.999952968,0.016411084,0.009698704
9,13,6,0.999854559,0.999952775,0.017055241,0.00971859
9,13,7,0.999804427,0.999938485,0.019777399,0.011091862
9,13,8,0.999798534,0.999945712,0.020073187,0.010419977
9,13,9,0.999821693,0.999943674,0.018884232,0.010613775
9,13,10,0.999802501,0.99995099,0.019874555,0.009900497
9,13,11,0.999798143,0.99995222,0.020092658,0.009775463
9,13,12,0.999827486,0.999951855,0.018574948,0.009812762
9,14,2,0.999916943,0.999954566,0.012888544,0.009532514
9,14,3,0.999853094,0.999954314,0.017140938,0.009558897
9,14,4,0.999915215,0.999968575,0.013021918,0.007927814
9,14,5,0.999887885,0.999962756,0.014974308,0.008630608
9,14,6,0.999893272,0.999969724,0.014610101,0.007781519
9,14,7,0.999853329,0.999971059,0.017127233,0.007608076
9,14,8,0.999871789,0.999968865,0.016013191,0.007891184
9,14,9,0.999924308,0.999971009,0.012303854,0.007614624
9,14,10,0.999933042,0.999971726,0.011572234,0.007519782
9,14,11,0.9999362,0.999966222,0.011296035,0.008219305
9,14,12,0.999918234,0.999967207,0.012787973,0.008098538
9,14,13,0.999929548,0.999974579,0.01187031,0.007130415
9,15,2,0.9992037,0.999691985,0.039907402,0.024819968
9,15,3,0.986103298,0.999575436,0.166713541,0.029139812
9,15,4,0.999024647,0.999575482,0.044166809,0.029138238
9,15,5,0.998336702,0.999564147,0.057676655,0.029524673
9,15,6,0.998866981,0.999672103,0.047602917,0.025608494
9,15,7,0.99897978,0.999573878,0.045171229,0.029193211
9,15,8,0.99870402,0.999713675,0.050911292,0.023930105
9,15,9,0.998716977,0.999659351,0.050656164,0.026101672
9,15,10,0.998154175,0.999638,0.060758958,0.026907257
9,15,11,0.998806963,0.999643939,0.048847451,0.026685603
9,15,12,0.998613702,0.999616296,0.052655452,0.027702116
9,15,13,0.998793739,0.999619533,0.049117435,0.027585043
9,15,14,0.998532112,0.999641994,0.054182805,0.026758389
9,16,2,0.999958349,0.99997933,0.009126988,0.006429554
9,16,3,0.999707464,0.999990508,0.02418828,0.004357024
9,16,4,0.999970588,0.999993529,0.007669708,0.003597558
9,16,5,0.999948019,0.999993846,0.010196173,0.003508172
9,16,6,0.999971331,0.999994288,0.007572155,0.003379895
9,16,7,0.999969392,0.999993239,0.00782402,0.003677217
9,16,8,0.999973831,0.999994124,0.007234555,0.00342819
9,16,9,0.999968879,0.999991351,0.007889304,0.004159121
9,16,10,0.999971667,0.999994178,0.007527644,0.003412235
9,16,11,0.99996884,0.999993291,0.0078943,0.003663113
9,16,12,0.999975277,0.999993095,0.007031762,0.003716279
9,16,13,0.999979292,0.999993608,0.006435481,0.003575562
9,16,14,0.999975754,0.999989404,0.006963685,0.004603369
9,16,15,0.999974978,0.999990995,0.00707414,0.004243812
9,17,2,0.999724431,0.999925968,0.023476341,0.012168142
9,17,3,0.980067437,0.999921187,0.199662528,0.012554898
9,17,4,0.999781854,0.999916696,0.020887608,0.012907664
9,17,5,0.999748642,0.999938085,0.022421329,0.011127884
9,17,6,0.999796857,0.999929525,0.020156555,0.011872206
9,17,7,0.999826195,0.999921393,0.018644276,0.012538486
9,17,8,0.999703339,0.999928643,0.024358193,0.011946333
9,17,9,0.999609061,0.999929556,0.027962087,0.011869615
9,17,10,0.999615037,0.999935305,0.027747535,0.011375012
9,17,11,0.999590078,0.999937262,0.028632912,0.011201597
9,17,12,0.999665224,0.999939128,0.025875685,0.011033805
9,17,13,0.99967675,0.999952998,0.02542635,0.009695559
9,17,14,0.999690282,0.999915952,0.02488846,0.012965153
9,17,15,0.999725264,0.999941006,0.023440839,0.010862252
9,17,16,0.999281857,0.999928794,0.037898371,0.011933659
9,18,2,0.99985464,0.999934292,0.017050494,0.011463651
9,18,3,0.999434817,0.999929768,0.033620922,0.011851711
9,18,4,0.999847989,0.999938616,0.017436237,0.011080078
9,18,5,0.999863739,0.999933804,0.016508246,0.011506154
9,18,6,0.999783585,0.999935594,0.02080455,0.011349554
9,18,7,0.999849187,0.999920407,0.017367385,0.012616895
9,18,8,0.999830871,0.999944658,0.018391804,0.010520628
9,18,9,0.999862896,0.999932016,0.016559252,0.011660572
9,18,10,0.999838827,0.999949448,0.017953969,0.010055077
9,18,11,0.999846936,0.99994377,0.01749649,0.010604697
9,18,12,0.999751872,0.999937146,0.022276795,0.011211951
9,18,13,0.999866662,0.999935047,0.016330215,0.011397615
9,18,14,0.999829897,0.999934613,0.018444682,0.011435667
9,18,15,0.999851659,0.999942011,0.017224433,0.010769342
9,18,16,0.999890646,0.999953359,0.014788812,0.009658275
9,18,17,0.999879395,0.999952345,0.015530955,0.009762665
9,19,2,0.999968515,0.999983579,0.00793536,0.005730786
9,19,3,0.952845057,0.99998695,0.307099148,0.005108859
9,19,4,0.999925603,0.999983266,0.012198099,0.005785236
9,19,5,0.999910749,0.999980992,0.013360481,0.006165713
9,19,6,0.999952578,0.999981333,0.009738796,0.006110085
9,19,7,0.99992522,0.999984589,0.012229466,0.005551807
9,19,8,0.999923718,0.999986212,0.012351666,0.005251195
9,19,9,0.999918048,0.999984167,0.012802483,0.005627318
9,19,10,0.999930473,0.999987014,0.011792137,0.005096277
9,19,11,0.999941957,0.999985977,0.010774356,0.00529577
9,19,12,0.999920572,0.999988554,0.01260382,0.004784584
9,19,13,0.99994652,0.999985833,0.010342161,0.005322878
9,19,14,0.999937373,0.999979491,0.011191659,0.006404459
9,19,15,0.999931413,0.999983379,0.011712157,0.005765618
9,19,16,0.999897329,0.999982108,0.014329735,0.00598189
9,19,17,0.999868452,0.999981769,0.01622024,0.006038452
9,19,18,0.999861492,0.999978474,0.016643789,0.006561357
9,20,2,0.99992583,0.999963719,0.012179486,0.008518354
9,20,3,0.999750763,0.999968801,0.022326524,0.007899181
9,20,4,0.999859332,0.999981181,0.016773068,0.006134941
9,20,5,0.999862092,0.99997074,0.016607726,0.007649866
9,20,6,0.999910767,0.99996592,0.013359121,0.00825586
9,20,7,0.999912372,0.999973172,0.013238393,0.007325058
9,20,8,0.999917277,0.999977465,0.012862544,0.006713466
9,20,9,0.999939837,0.999976813,0.010969316,0.006809888
9,20,10,0.99991503,0.999979188,0.013036074,0.006451666
9,20,11,0.99992717,0.999977616,0.01206899,0.006690921
9,20,12,0.999925079,0.999977211,0.012241014,0.006751164
9,20,13,0.999931,0.999980524,0.011747376,0.006241128
9,20,14,0.999917065,0.999973542,0.012879048,0.007274374
9,20,15,0.999900791,0.999972195,0.014086099,0.007457277
9,20,16,0.999895361,0.999977038,0.014466452,0.006776787
9,20,17,0.999889271,0.999977967,0.014881497,0.006638224
9,20,18,0.999873211,0.999975704,0.015924137,0.00697076
9,20,19,0.999864048,0.999977886,0.016489539,0.006650488
10,3,2,0.010875516,0.99414558,1.406502388,0.108207391
10,4,2,0.999349391,0.999514132,0.036072404,0.031172682
10,4,3,0.998203212,0.99922406,0.059946446,0.039393905
10,5,2,0.997143745,0.99930858,0.075581147,0.037186557
10,5,3,0.998735034,0.999569014,0.050298424,0.029359375
10,5,4,0.998889691,0.999734833,0.04712343,0.023028965
10,6,2,0.99841367,0.999314024,0.056326377,0.037039873
10,6,3,0.991783936,0.999812702,0.128187859,0.019354476
10,6,4,0.998643289,0.999592691,0.052090521,0.028541511
10,6,5,0.998755898,0.999496466,0.049881898,0.031734321
10,7,2,0.998166255,0.999826912,0.060559807,0.018605787
10,7,3,0.999640424,0.999840747,0.026817006,0.017846721
10,7,4,0.999458641,0.999872712,0.03290467,0.015955445
10,7,5,0.999695372,0.999884997,0.024683095,0.015165964
10,7,6,0.999588719,0.999869693,0.028680346,0.016143566
10,8,2,0.999613073,0.999833509,0.027818229,0.018247793
10,8,3,0.986621466,0.999737048,0.163575876,0.022932608
10,8,4,0.9992437,0.999898002,0.03889215,0.014282735
10,8,5,0.99956163,0.99982255,0.0296098,0.018838814
10,8,6,0.999441807,0.999803573,0.033412366,0.019820549
10,8,7,0.999332181,0.999791627,0.036546385,0.020414373
10,9,2,0.998479839,0.999194428,0.055139118,0.040139067
10,9,3,0.999375156,0.999753928,0.035350916,0.022184322
10,9,4,0.998780074,0.999804944,0.049394848,0.019751273
10,9,5,0.998323478,0.999521579,0.057905476,0.030932851
10,9,6,0.998701925,0.999588417,0.050952434,0.028690883
10,9,7,0.998810784,0.999544818,0.04876917,0.030172248
10,9,8,0.998738223,0.999584566,0.050234991,0.028824791
10,10,2,0.999856424,0.999893018,0.016945539,0.014627534
10,10,3,0.999359275,0.999867385,0.035797351,0.016285909
10,10,4,0.999780734,0.999900017,0.020941147,0.01414093
10,10,5,0.999805247,0.999903153,0.019735906,0.013917378
10,10,6,0.999610655,0.999867467,0.027905002,0.016280848
10,10,7,0.999696025,0.999875466,0.024656641,0.015781883
10,10,8,0.999699008,0.999868982,0.024535348,0.016187536
10,10,9,0.999698094,0.999853483,0.024572586,0.01711823
10,11,2,0.987761719,0.999972203,0.156449868,0.007456189
10,11,3,0.999913395,0.999975834,0.013160896,0.00695216
10,11,4,0.999913147,0.999984651,0.013179777,0.005540545
10,11,5,0.99994817,0.999982933,0.010181396,0.005842461
10,11,6,0.999935771,0.999983432,0.011333899,0.00575637
10,11,7,0.999953654,0.999983731,0.009627629,0.005704273
10,11,8,0.999953752,0.999979704,0.00961749,0.006371159
10,11,9,0.999958678,0.999978463,0.009090835,0.006563021
10,11,10,0.999947798,0.999981261,0.010217829,0.006121962
10,12,2,0.999823493,0.999909342,0.018788641,0.013465343
10,12,3,0.989465832,0.999951423,0.14514936,0.009856674
10,12,4,0.999827856,0.999949842,0.018554986,0.010015826
10,12,5,0.999812197,0.999911288,0.019380569,0.013320028
10,12,6,0.999825756,0.999938125,0.018667843,0.011124333
10,12,7,0.999806844,0.999924312,0.019654843,0.012303503
10,12,8,0.999726596,0.999949633,0.023383941,0.010036668
10,12,9,0.999772038,0.999939002,0.021352389,0.011045143
10,12,10,0.999710757,0.99991781,0.024051729,0.012821098
10,12,11,0.999689457,0.999938315,0.024921617,0.011107235
10,13,2,0.999866954,0.999921086,0.016312321,0.012563
10,13,3,0.999752046,0.999896958,0.022268993,0.014355625
10,13,4,0.999706194,0.999945104,0.024240728,0.010478211
10,13,5,0.999799547,0.999937466,0.02002266,0.011183408
10,13,6,0.999741755,0.999938326,0.022726398,0.011106242
10,13,7,0.999768758,0.999937212,0.021505459,0.01120603
10,13,8,0.999750364,0.999949561,0.02234438,0.010043803
10,13,9,0.99979378,0.999931778,0.020308627,0.011680965
10,13,10,0.999795476,0.999936234,0.020224935,0.01129303
10,13,11,0.999808505,0.99993077,0.019570139,0.011766935
10,13,12,0.999718098,0.999931157,0.023744566,0.011734008
10,14,2,0.999822583,0.99989969,0.018837013,0.014164031
10,14,3,0.998174825,0.999888826,0.06041813,0.01491134
10,14,4,0.999741372,0.999931104,0.022743247,0.011738508
10,14,5,0.999704638,0.999898535,0.024304826,0.014245353
10,14,6,0.999684081,0.999903981,0.0251364,0.013857749
10,14,7,0.9996666,0.99988949,0.025822487,0.014866775
10,14,8,0.999790562,0.999879293,0.02046647,0.015537494
10,14,9,0.999759082,0.99988924,0.02195078,0.014883558
10,14,10,0.999740909,0.9998858,0.02276363,0.015112922
10,14,11,0.999779123,0.999880953,0.021017926,0.015430319
10,14,12,0.999741298,0.999888914,0.022746506,0.01490543
10,14,13,0.999785706,0.999902065,0.02070237,0.013995377
10,15,2,0.999953812,0.999979894,0.009611278,0.006341302
10,15,3,0.989290598,0.999971166,0.146351648,0.007593978
10,15,4,0.999946452,0.999961596,0.010348719,0.008764021
10,15,5,0.999932875,0.999978664,0.011586623,0.006532451
10,15,6,0.999942799,0.999980162,0.010695884,0.006298902
10,15,7,0.999943271,0.999972132,0.010651696,0.007465622
10,15,8,0.999919746,0.999976787,0.012669143,0.006813597
10,15,9,0.999912807,0.999969031,0.013205502,0.007870089
10,15,10,0.999917406,0.999983866,0.012852563,0.005680409
10,15,11,0.999912062,0.999976784,0.013261857,0.006814164
10,15,12,0.999915425,0.99997342,0.013005753,0.007291029
10,15,13,0.999926027,0.999967143,0.01216331,0.008106449
10,15,14,0.999920332,0.999970062,0.012622831,0.007738003
10,16,2,0.999911886,0.999955993,0.013275109,0.009381587
10,16,3,0.999855392,0.99994846,0.017006338,0.010152855
10,16,4,0.999903368,0.999967756,0.013901974,0.008030446
10,16,5,0.999863706,0.999958462,0.016510215,0.009114609
10,16,6,0.999906461,0.999948777,0.013677622,0.010121603
10,16,7,0.99987583,0.999962559,0.015758837,0.008653479
10,16,8,0.999895672,0.999961527,0.014444921,0.008771863
10,16,9,0.999864613,0.999938982,0.016455211,0.011046946
10,16,10,0.999847023,0.999946583,0.017491519,0.010336018
10,16,11,0.999875142,0.999949821,0.015802428,0.010017909
10,16,12,0.999905108,0.99995064,0.013776203,0.009935826
10,16,13,0.999907437,0.999949173,0.013606083,0.010082341
10,16,14,0.999920011,0.999957786,0.012648255,0.009188516
10,16,15,0.999895324,0.999958958,0.014468973,0.009060017
10,17,2,0.999976469,0.999984738,0.006860213,0.005524921
10,17,3,0.998880295,0.999985602,0.047322401,0.005366177
10,17,4,0.99997438,0.999985542,0.007158194,0.005377367
10,17,5,0.999974113,0.999986661,0.00719544,0.005165012
10,17,6,0.999965328,0.999986279,0.008327299,0.005238483
10,17,7,0.999971748,0.999985265,0.00751685,0.005428667
10,17,8,0.999954419,0.999988494,0.009547837,0.004797154
10,17,9,0.999939319,0.999987315,0.011016454,0.005036839
10,17,10,0.999957287,0.999987276,0.009242652,0.005044609
10,17,11,0.99996421,0.999987976,0.008460495,0.004903799
10,17,12,0.999957049,0.999988809,0.009268324,0.004730931
10,17,13,0.999966083,0.999986491,0.008236103,0.00519793
10,17,14,0.999966494,0.999985997,0.008186078,0.005292006
10,17,15,0.999969364,0.999985739,0.007827628,0.005340633
10,17,16,0.99995463,0.999987082,0.009525709,0.005082858
10,18,2,0.99996149,0.99998556,0.008776079,0.005374071
10,18,3,0.999670671,0.999976544,0.025664341,0.006849227
10,18,4,0.999957314,0.99998124,0.009239714,0.006125379
10,18,5,0.99996125,0.999980429,0.008803382,0.00625637
10,18,6,0.999949644,0.999981712,0.010035545,0.006047862
10,18,7,0.999963309,0.999985602,0.008566277,0.005366216
10,18,8,0.999954874,0.999983508,0.009500093,0.005743187
10,18,9,0.999934555,0.999978778,0.011440698,0.006514913
10,18,10,0.999943727,0.99998307,0.010608811,0.005818885
10,18,11,0.999945583,0.999979288,0.010432395,0.006436144
10,18,12,0.999932652,0.999979905,0.011605864,0.006339632
10,18,13,0.999961229,0.999980859,0.008805747,0.006187201
10,18,14,0.999950908,0.999983287,0.00990877,0.0057816
10,18,15,0.999949648,0.999981099,0.010035098,0.006148309
10,18,16,0.999930974,0.999981882,0.01174953,0.006019684
10,18,17,0.999932538,0.999982127,0.011615676,0.005978807
10,19,2,0.999387045,0.999764291,0.035012997,0.021712149
10,19,3,0.941572147,0.9997291,0.341841638,0.023276613
10,19,4,0.999427442,0.99977226,0.033839567,0.021341978
10,19,5,0.99926389,0.999747461,0.038369521,0.022473956
10,19,6,0.999459262,0.999810186,0.032885789,0.01948405
10,19,7,0.999410782,0.999812447,0.034328343,0.019367667
10,19,8,0.999543465,0.999844043,0.030217054,0.017661114
10,19,9,0.999190752,0.99971928,0.040230536,0.023694717
10,19,10,0.999321049,0.999707675,0.036849734,0.024179532
10,19,11,0.999419106,0.999687169,0.034085008,0.025013237
10,19,12,0.999193377,0.999711899,0.040165234,0.024004223
10,19,13,0.999307527,0.999697982,0.037214856,0.024577135
10,19,14,0.999540081,0.999801074,0.030328815,0.019946214
10,19,15,0.999539868,0.999805968,0.030335845,0.019699348
10,19,16,0.999462322,0.999836219,0.032792615,0.018098693
10,19,17,0.999500295,0.999824428,0.031613454,0.018738857
10,19,18,0.999433209,0.999842291,0.033668696,0.017760013
10,20,2,0.999981336,0.999989336,0.006109601,0.004618307
10,20,3,0.99286634,0.999987664,0.119445884,0.004967089
10,20,4,0.999972996,0.99998848,0.007349047,0.004799967
10,20,5,0.999974489,0.999990349,0.007142929,0.004393352
10,20,6,0.999975306,0.999989827,0.007027725,0.004510554
10,20,7,0.999973455,0.999990547,0.007286272,0.004348078
10,20,8,0.999966872,0.999991994,0.008139766,0.004001391
10,20,9,0.999966373,0.999992782,0.008200846,0.003799553
10,20,10,0.999969196,0.999991805,0.007849021,0.004048512
10,20,11,0.99996587,0.999991046,0.008261941,0.004231732
10,20,12,0.999962174,0.99999011,0.008697871,0.004447382
10,20,13,0.999964195,0.999992334,0.008462253,0.003915503
10,20,14,0.999973509,0.999991427,0.007278883,0.004140834
10,20,15,0.999964146,0.999990554,0.008468069,0.004346459
10,20,16,0.999953938,0.999991213,0.009598098,0.004192202
10,20,17,0.99995098,0.999988546,0.009901536,0.00478616
10,20,18,0.999957365,0.999991675,0.009234143,0.004080526
10,20,19,0.99994088,0.999988145,0.010873828,0.004869257
11,3,2,0.930641848,0.953693362,0.372446376,0.304324295
11,4,2,0.983400053,0.995702372,0.182208382,0.092710605
11,4,3,0.979064697,0.992604266,0.204623082,0.121620183
11,5,2,0.98802816,0.992364842,0.154737457,0.123573123
11,5,3,0.586647077,0.98159806,0.909233659,0.191843374
11,5,4,0.931013651,0.981044188,0.371446763,0.194709078
11,6,2,0.998115989,0.998931202,0.061384212,0.046234153
11,6,3,0.998815874,0.999641626,0.048664689,0.026772163
11,6,4,0.997924364,0.999283582,0.064430372,0.037852811
11,6,5,0.996913261,0.99908295,0.078571484,0.042826402
11,7,2,0.989357862,0.99944864,0.145891313,0.033207217
11,7,3,0.998995733,0.99959789,0.044816676,0.028358766
11,7,4,0.998529984,0.99962158,0.054222066,0.02751074
11,7,5,0.998772418,0.99952191,0.049549615,0.030922173
11,7,6,0.998586108,0.999606685,0.053176922,0.028046925
11,8,2,0.991537045,0.999467445,0.130099614,0.03263601
11,8,3,0.959205658,0.999397378,0.285637328,0.034716628
11,8,4,0.99887165,0.999687918,0.047504732,0.024983262
11,8,5,0.998888224,0.999555196,0.047154544,0.029826293
11,8,6,0.998694921,0.99936436,0.051089697,0.035655009
11,8,7,0.998957888,0.999511862,0.045653309,0.03124542
11,9,2,0.996808772,0.999682238,0.079890278,0.025209588
11,9,3,0.972444343,0.999834712,0.234757991,0.018181753
11,9,4,0.999589673,0.999824861,0.028647071,0.018715703
11,9,5,0.999105187,0.999787534,0.042303968,0.02061387
11,9,6,0.999528904,0.999826768,0.030695145,0.018613558
11,9,7,0.999562769,0.999809512,0.029571289,0.019518617
11,9,8,0.999399066,0.999837175,0.034667961,0.018045795
11,10,2,0.999538891,0.999848466,0.030368046,0.017408868
11,10,3,0.995538144,0.999854093,0.094465405,0.017082573
11,10,4,0.999664675,0.999894115,0.025896914,0.014552346
11,10,5,0.999592503,0.999911768,0.028548083,0.013283998
11,10,6,0.999488311,0.999838816,0.031990291,0.017954625
11,10,7,0.999647719,0.99984123,0.026543596,0.01781963
11,10,8,0.999565318,0.999856754,0.029484973,0.016926057
11,10,9,0.999675722,0.999854815,0.025466754,0.017040222
11,11,2,0.999940302,0.999965404,0.010926869,0.008318179
11,11,3,0.99985909,0.999957014,0.016787486,0.009272075
11,11,4,0.999915375,0.999968901,0.013009579,0.007886587
11,11,5,0.999929645,0.999970232,0.011862113,0.007715994
11,11,6,0.999893007,0.999966565,0.014628277,0.008177455
11,11,7,0.999879422,0.999970046,0.015529195,0.007739999
11,11,8,0.999908924,0.999966618,0.013496375,0.008170916
11,11,9,0.999910523,0.999961812,0.013377372,0.008739296
